z_re,z_im,w_re,w_im
-2.7966101694915255,1.3728813559322033,-0.052841292437692866,2.5385929020468776
-2.7966101694915255,1.4745762711864412,-0.037345160747930484,2.526496803520243
-2.7966101694915255,1.5762711864406782,-0.021739672814576227,2.514855238592804
-2.7966101694915255,1.6779661016949152,-0.006046349401635842,2.5036635755901653
-2.7966101694915255,1.7796610169491531,0.009714257531475923,2.4929159873456634
-2.7966101694915255,1.8813559322033901,0.02552262010578832,2.482605581875867
-2.7966101694915255,1.9830508474576272,0.04136027372084339,2.4727245312886295
-2.7966101694915255,2.084745762711865,0.057209841479429535,2.4632641971672813
-2.7966101694915255,2.186440677966102,0.07305504527114937,2.454215250991047
-2.7966101694915255,2.288135593220339,0.08888070501556178,2.445567788457299
-2.7966101694915255,2.389830508474577,0.10467272758327262,2.437311436857331
-2.7966101694915255,2.491525423728814,0.12041808688875899,2.4294354549179733
-2.7966101694915255,2.593220338983051,0.13610479659053631,2.4219288247528326
-2.7966101694915255,2.694915254237289,0.1517218767506976,2.414780335767442
-2.7966101694915255,2.796610169491526,0.1672593157043737,2.407978660531863
-2.7966101694915255,2.898305084745763,0.18270802827680932,2.401512422773312
-2.7966101694915255,3.0,0.19805981136706796,2.3953702577521163
-2.694915254237288,-3.0,2.0998164921660982,-1.1926020455483592
-2.694915254237288,-2.8983050847457625,2.097737632487484,-1.2103585011606262
-2.694915254237288,-2.7966101694915255,2.095956478692295,-1.228375113504201
-2.694915254237288,-2.694915254237288,2.0944900968311098,-1.2466471693344952
-2.694915254237288,-2.593220338983051,2.0933559026589372,-1.2651688034222808
