# re(psi_t) im(psi_t) re(psi_t+dt) im(psi_t+dt)
0.4497466251622566 -0.8931561863163467 0.3815583740059825 -0.9243447447927157
0.41594492658942844 -0.9093898053335077 0.3466353178350258 -0.9379999767747389
0.3815583740059825 -0.9243447447927157 0.31122486286942525 -0.95033630085981
0.3466353178350258 -0.9379999767747389 0.27537679922628916 -0.9613363711250522
0.31122486286942525 -0.95033630085981 0.23914153233780946 -0.9709847205343266
0.27537679922628744 -0.9613363711250527 0.20257001207694433 -0.9792677826862
0.23914153233780946 -0.9709847205343266 0.16571366111754054 -0.9861739108894643
0.20257001207694433 -0.9792677826862 0.1286243026296791 -0.9916933945393751
0.16571366111754054 -0.9861739108894643 0.09135408741188478 -0.9958184727715899
0.1286243026296791 -0.9916933945393751 0.05395542056264886 -0.998543345374605
0.091354087411883 -0.9958184727715901 0.01648088779441103 -0.9998641809453462
0.05395542056264886 -0.998543345374605 -0.021016818506448383 -0.9997791222764492
0.01648088779441103 -0.9998641809453462 -0.05848497336958661 -0.9982882889676502
-0.021016818506448383 -0.9997791222764492 -0.09587089337649693 -0.99539377725762
-0.05848497336958661 -0.9982882889676502 -0.13312201073789504 -0.9910996570764716
-0.09587089337649869 -0.9953937772576198 -0.17018594720849423 -0.9854119663230946
-0.13312201073789504 -0.9910996570764716 -0.20701058773529676 -0.9783387023753517
-0.17018594720849423 -0.9854119663230946 -0.24354415373579286 -0.9698898108450859
-0.20701058773529676 -0.9783387023753517 -0.279735275903053 -0.9600771715937437
-0.24354415373579286 -0.9698898108450859 -0.31553306643537005 -0.9489145820282732
-0.27973527590305475 -0.9600771715937432 -0.35088719058882034 -0.9364177377008003
-0.31553306643537005 -0.9489145820282732 -0.3857479374522218 -0.9226042102393402
-0.35088719058882034 -0.9364177377008003 -0.4200662898449042 -0.9074934226405924
-0.3857479374522218 -0.9226042102393402 -0.4537939932390356 -0.8911066219595555
-0.4200662898449042 -0.9074934226405924 -0.486883623609618 -0.873466849434349
-0.45379399323903713 -0.8911066219595547 -0.5192886541166856 -0.8545989080882804
-0.486883623609618 -0.873466849434349 -0.5509635205260235 -0.8345293278546717
-0.5192886541166856 -0.8545989080882804 -0.5818636852763576 -0.8132863282735152
-0.5509635205260235 -0.8345293278546717 -0.6119457001029548 -0.7908997788124008
-0.5818636852763576 -0.8132863282735152 -0.6411672671296018 -0.7674011568674873
-0.6119457001029562 -0.7908997788123997 -0.6694872983430035 -0.7428235035036158
