# re(r) im(r) re(|r|^2) im(|r|^2)
-0.35611108149885407 -0.10873620809125314 0.1386386653163478 0.0
-0.3608074011774601 -0.10933557611438184 0.14213624894869642 0.0
-0.3654414433096584 -0.10990720099538599 0.14562704131888643 0.0
-0.3700143178564124 -0.11045203518101862 0.14911024749437518 0.0
-0.3745271122320303 -0.11097099621689786 0.15258511979823458 0.0
-0.37898089171974525 -0.11146496815286626 0.15605095541401276 0.0
-0.38337669988708334 -0.11193480288673965 0.15950709411360403 0.0
-0.3877155590001938 -0.11238132144933151 0.16295291610153073 0.0
-0.3919984704364036 -0.11280531523349746 0.16638783996940873 0.0
-0.3962264150943397 -0.11320754716981132 0.16981132075471705 0.0
-0.40040035380103345 -0.11358875285135703 0.17322284809831942 0.0
-0.40452122771549354 -0.11394964160999814 0.1766219444954972 0.0
-0.40858995872828696 -0.114290897546374 0.180008163635539 0.0
-0.41260744985673353 -0.1146131805157593 0.1833810888252149 0.0
-0.4165745856353591 -0.11491712707182322 0.18674033149171268 0.0
-0.42049223250130924 -0.11520335137022165 0.19008552976086585 0.0
-0.4243612391744582 -0.1154724460338662 0.1934163471067259 0.0
-0.42818243703199454 -0.11572498298162014 0.19673247106875424 0.0
-0.4319566404772908 -0.11596151422209153 0.20003361203310782 0.0
-0.4356846473029046 -0.11618257261410787 0.20331950207468885 0.0
-0.43936723904758007 -0.11638867259538543 0.2065898938568092 0.0
-0.4430051813471502 -0.11658031088082903 0.2098445595854922 0.0
-0.4465992242792594 -0.11675796713183252 0.2130832900155943 0.0
-0.4501501027018487 -0.11692210459788277 0.21630589350608317 0.0
-0.45365853658536587 -0.11707317073170732 0.21951219512195122 0.0
-0.4571252313386798 -0.11721159777914868 0.2227020357803825 0.0
-0.4605508781286906 -0.11733780334488934 0.22587527143891195 0.0
-0.4639361541936455 -0.11745219093510013 0.2290317723234452 0.0
-0.46728172315018046 -0.1175551504780328 0.23217142219411482 0.0
-0.4705882352941177 -0.11764705882352941 0.23529411764705885 0.0
-0.47385632789506194 -0.11772828022237564 0.23839976745031066 0.0
-0.47708662548484415 -0.11779916678638126 0.24148829191208163 0.0
-0.4802797401398701 -0.11786005893002947 0.24455962227981118 0.0
-0.4834362717574396 -0.11791128579449749 0.24761370016844464 0.0
-0.4865568083261058 -0.11795316565481351 0.25065047701647875 0.0
-0.4896419261901495 -0.11798600631087942 0.2536699135683907 0.0
-0.49269219030825057 -0.11801010546305402 0.25667197938214253 0.0
-0.4957081545064377 -0.11802575107296139 0.25965665236051494 0.0
-0.498690361725407 -0.11803322171015548 0.262623918305096 0.0
-0.5016393442622952 -0.11803278688524592 0.26557377049180336 0.0
-0.5045556240070037 -0.11802470737005932 0.26850620926688507 0.0
-0.5074397126731657 -0.11800923550538739 0.27142124166239096 0.0
-0.510292112023851 -0.11798661549684417 0.2743188810301627 0.0
-0.513113314092107 -0.11795708369933494 0.2771991466934372 0.0
-0.5159038013964314 -0.11792086889061287 0.2800620636152057 0.0
-0.518664047151277 -0.11787819253438113 0.2829076620825147 0.0
-0.5213945154726837 -0.11782926903337484 0.28573597740593404 0.0
-0.524095661579137 -0.11777430597283979 0.2885470496334574 0.0
-0.5267679319877531 -0.11771350435480515 0.29134092327814276 0.0
-0.5294117647058824 -0.11764705882352941 0.29411764705882354 0.0
-0.5320275894182358 -0.11757515788248304 0.2968772736532697 0.0
-0.5346158276696233 -0.11749798410321391 0.29961985946319547 0.0
-0.5371768930434039 -0.1174157143264271 0.3023454643905497 0.0
-0.5397111913357402 -0.1173285198555957 0.3050541516245489 0.0
-0.5422191207257503 -0.11723656664340547 0.3077459874389394 0.0
-0.5447010719416511 -0.1171400154713228 0.31042104099900547 0.0
-0.5471574284229811 -0.11703902212256281 0.3130793841778554 0.0
-0.5495885664789953 -0.11693373754872241 0.3157210913815506 0.0
-0.5519948554433163 -0.11682430803033145 0.3183462393826534 0.0
-0.5543766578249337 -0.11671087533156499 0.32095490716180375 0.0
-0.5567343294556341 -0.11659357684934746 0.32354717575693914 0.0
-0.5590682196339435 -0.11647254575707157 0.32612312811980043 0.0
-0.5613786712656698 -0.11634791114314395 0.3286828489793818 0.0
-0.5636660210011214 -0.1162197981445611 0.33122642471199915 0.0
-0.5659305993690852 -0.1160883280757098 0.3337539432176656 0.0
-0.568172730907637 -0.11595361855257899 0.33626549380247905 0.0
-0.5703927342918658 -0.11581578361256158 0.33876116706674264 0.0
-0.5725909224585826 -0.11567493383001665 0.34124105479854927 0.0
-0.5747676027280891 -0.1155311764277566 0.3437052498725759 0.0
-0.5769230769230769 -0.11538461538461539 0.3461538461538461 0.0
-0.5790576414847266 -0.11523535153924909 0.34858693840622845 0.0
-0.5811715875860769 -0.11508348269031222 0.3510046222054525 0.0
-0.5832652012427293 -0.11492910369314861 0.35340699385643204 0.0
-0.5853387634209551 -0.11477230655312849 0.3557941503146982 0.0
-0.5873925501432665 -0.11461318051575932 0.3581661891117479 0.0
-0.5894268325915161 -0.1144518121536924 0.3605232082841312 0.0
-0.5914418772075862 -0.1142882854507413 0.36286530630610364 0.0
-0.5934379457917262 -0.11412268188302427 0.36519258202567767 0.0
-0.5954152955985954 -0.11395508049733886 0.36750513460391776 0.0
-0.5973741794310722 -0.11378555798687089 0.3698030634573304 0.0
-0.5993148457318792 -0.11361418876433729 0.3720864682032046 0.0
-0.6012375386730834 -0.11344104503265728 0.3743554486077688 0.0
-0.6031424982435223 -0.11326619685324364 0.37661010453703503 0.0
-0.6050299603342055 -0.11308971221200101 0.3788505359102035 0.0
-0.6069001568217459 -0.1129116570831155 0.3810768426555149 0.0
-0.6087533156498672 -0.11273209549071615 0.38328912466843484 0.0
-0.6105896609090349 -0.11255108956848567 0.3854874817720635 0.0
-0.6124094129142579 -0.11236869961729501 0.38767201367966786 0.0
-0.6142127882811081 -0.11218498416093299 0.3898428199592422 0.0
-0.616 -0.11200000000000002 0.392 0.0
-0.6177712575087725 -0.11181380226403125 0.39414365298070997 0.0
-0.6195267667636192 -0.11162644446191339 0.39627387783979245 0.0
-0.6212667303084026 -0.11143797853065517 0.39839077324709227 0.0
-0.622991347342398 -0.11124845488257108 0.40049443757725584 0.0
-0.6247008137865006 -0.11105792245093345 0.4025849688846336 0.0
-0.6263953223479383 -0.11086642873414837 0.4046624648796415 0.0
-0.6280750625835232 -0.11067401983850626 0.4067270229065107 0.0
-0.6297402209614811 -0.11048074051955807 0.4087787399223649 0.0
-0.6313909809218926 -0.11028663422216467 0.4108177124775633 0.0
-0.6330275229357798 -0.11009174311926606 0.4128440366972477 0.0
-0.6346500245628719 -0.10989610814941508 0.41485780826404184 0.0
-0.6362586605080831 -0.10969976905311779 0.4168591224018475 0.0
-0.6378536026767342 -0.10950276440802302 0.41884807386068806 0.0
-0.6394350202285471 -0.10930513166299949 0.4208247569025481 0.0
-0.6410030796304443 -0.1091069071711395 0.4227892652881654 0.0
-0.6425579447081821 -0.10890812622172577 0.4247416922647305 0.0
-0.6440997766968443 -0.10870882307119732 0.42668213055444953 0.0
-0.6456287342902273 -0.10850903097314746 0.42861067234393235 0.0
-0.6471449736891401 -0.10830878220738747 0.4305274092743652 0.0
-0.6486486486486487 -0.10810810810810811 0.43243243243243246 0.0
-0.6501399105242874 -0.107907039091168 0.4343258323419513 0.0
-0.6516189083172662 -0.10770560468053986 0.4362076989561865 0.0
-0.6530857887186927 -0.10750383353394122 0.43807812165081034 0.0
-0.6545406961528395 -0.1073017534676786 0.43993718921748226 0.0
-0.6559837728194727 -0.10709939148073021 0.4417849898580123 0.0
-0.6574151587352695 -0.10689677377809259 0.4436216111790842 0.0
-0.6588349917743456 -0.10669392579341629 0.445447140187513 0.0
-0.6602434077079108 -0.10649087221095337 0.44726166328600414 0.0
-0.661640540243078 -0.10628763698683981 0.4490652662693983 0.0
-0.6630265210608425 -0.1060842433697348 0.4508580343213729 0.0
-0.664401479853253 -0.10588071392083714 0.45264005201157875 0.0
-0.6657655443597935 -0.10567707053330057 0.45441140329319235 0.0
-0.6671188404029935 -0.10547333445106619 0.4561721715008612 0.0
-0.6684614919232864 -0.10526952628713168 0.457922439349023 0.0
-0.6697936210131332 -0.1050656660412758 0.45966228893058164 0.0
-0.6711153479504289 -0.10486177311725454 0.46139180171591987 0.0
-0.6724267912312082 -0.10465786633948766 0.4631110585522329 0.0
-0.6737280676016666 -0.10445396396925062 0.4648201396631654 0.0
-0.6750192920895153 -0.10425008372038846 0.46651912464873835 0.0
-0.676300578034682 -0.10404624277456649 0.46820809248554907 0.0
-0.6775720371193757 -0.1038424577960729 0.4698871215272299 0.0
-0.6788337793975286 -0.10363874494618756 0.4715562895051535 0.0
-0.6800859133236304 -0.10343511989713008 0.4732156735293702 0.0
-0.6813285457809695 -0.10323159784560146 0.4748653500897666 0.0
-0.6825617821092934 -0.10302819352593108 0.4765053950574313 0.0
-0.6837857261319034 -0.10282492122284259 0.4781358836862181 0.0
-0.6850004801821948 -0.10262179478384942 0.479756890614496 0.0
-0.6862061451296578 -0.10241882763129224 0.48136848986707337 0.0
-0.6874028204053487 -0.10221603277402956 0.48297075485728963 0.0
-0.6885906040268457 -0.10201342281879193 0.4845637583892618 0.0
-0.6897695926226997 -0.10181100998121026 0.48614757266027914 0.0
-0.6909398814563928 -0.10160880609652839 0.4877222692633361 0.0
-0.6921015644498154 -0.1014068226300096 0.4892879191897962 0.0
-0.6932547342062706 -0.1012050706870468 0.490844592832177 0.0
-0.6943994820330204 -0.10100356102298479 0.4923923599870508 0.0
-0.695535897963382 -0.10080230405266406 0.49393128985805385 0.0
-0.6966640707783834 -0.10060130985969437 0.4954614510589947 0.0
-0.6977840880279905 -0.10040058820546624 0.49698291161705804 0.0
-0.6988960360519128 -0.10020014853790861 0.49849573897609545 0.0
