# re(rho) im(rho) re(|rho|^2) im(|rho|^2)
0.05547895863492368 0.7049270069651072 0.4999999999999999 0.0
0.04439960215340394 0.7057114674770557 0.5 0.0
0.03330929073441819 0.7063218042441916 0.5 0.0
0.022210760746361496 0.70675786667505 0.4999999999999999 0.0
0.011106750585437232 0.7070195471777515 0.4999999999999999 0.0
4.3297802811774664e-17 0.7071067811865475 0.4999999999999999 0.0
-0.011106750585437145 0.7070195471777515 0.4999999999999999 0.0
-0.022210760746361413 0.70675786667505 0.4999999999999999 0.0
-0.0333092907344181 0.7063218042441916 0.5 0.0
-0.04439960215340385 0.7057114674770557 0.5 0.0
-0.05547895863492359 0.7049270069651072 0.4999999999999999 0.0
-0.0665446265135498 0.7039686162622394 0.4999999999999999 0.0
-0.07759387550131226 0.7028365318370174 0.5 0.0
-0.08862397936135687 0.7015310330143334 0.49999999999999994 0.0
-0.0996322165806031 0.7000524419064873 0.49999999999999994 0.0
-0.1106158710412371 0.6984011233337103 0.5 0.0
-0.12157223269087247 0.6965774847341509 0.49999999999999994 0.0
-0.1324985982112156 0.6945819760633462 0.49999999999999994 0.0
-0.14339227168506918 0.692415089683201 0.49999999999999994 0.0
-0.15425056526150907 0.6900773602405058 0.4999999999999999 0.0
-0.16507079981907177 0.6875693645350205 0.49999999999999994 0.0
-0.1758503056267862 0.6848917213771574 0.4999999999999999 0.0
-0.18658642300289183 0.6820450914352993 0.49999999999999994 0.0
-0.19727650297107407 0.6790301770727893 0.49999999999999983 0.0
-0.2079179079140599 0.6758477221746334 0.5 0.0
-0.2185080122244103 0.6724985119639574 0.49999999999999994 0.0
-0.22904420295235026 0.6689833728082654 0.49999999999999994 0.0
-0.2395238804504734 0.665303172015546 0.4999999999999999 0.0
-0.24994445901516815 0.661458817620277 0.5 0.0
-0.2603033675246001 0.6574512581593809 0.4999999999999999 0.0
-0.2705980500730983 0.6532814824381883 0.49999999999999994 0.0
-0.28082596660178677 0.6489505192864646 0.5 0.0
-0.2909845935253051 0.6444594373045622 0.5 0.0
-0.3010714243544671 0.6398093445997584 0.49999999999999994 0.0
-0.3110839703146979 0.6350013885128474 0.5 0.0
-0.32101976096010304 0.6300367553350504 0.49999999999999994 0.0
-0.330876344783013 0.624916670015317 0.49999999999999994 0.0
-0.340651289818857 0.619642395858086 0.4999999999999999 0.0
-0.3503421842462126 0.6142152342115854 0.4999999999999999 0.0
-0.35994663698188817 0.608636524146743 0.5 0.0
-0.3694622782708855 0.602907642126791 0.5 0.0
-0.3788867602711026 0.5970300016676449 0.49999999999999994 0.0
-0.3882177576326267 0.5910050529891391 0.5 0.0
-0.39745296807148206 0.5848342826572065 0.4999999999999999 0.0
-0.40659011293768216 0.5785192132170917 0.4999999999999999 0.0
-0.41562693777745335 0.5720614028176843 0.4999999999999999 0.0
-0.42456121288948734 0.5654624448270701 0.4999999999999999 0.0
-0.4333907338750868 0.5587239674393909 0.4999999999999999 0.0
-0.4421133221820673 0.5518476332731124 0.49999999999999994 0.0
-0.45072682564228284 0.5448351389607972 0.5 0.0
-0.4592291190026414 0.5376882147304864 0.4999999999999999 0.0
-0.46761810444947893 0.5304086239787925 0.4999999999999999 0.0
-0.47589171212616377 0.5229981628358062 0.5 0.0
-0.48404790064380165 0.5154586597219298 0.49999999999999994 0.0
-0.4920846575849199 0.5077919748967405 0.4999999999999999 0.0
-0.49999999999999994 0.5 0.49999999999999994 0.0
-0.5077919748967405 0.49208465758492 0.4999999999999999 0.0
-0.5154586597219297 0.4840479006438017 0.4999999999999999 0.0
-0.5229981628358064 0.4758917121261636 0.5 0.0
-0.5304086239787925 0.4676181044494791 0.5 0.0
-0.5376882147304863 0.4592291190026416 0.4999999999999999 0.0
-0.544835138960797 0.45072682564228295 0.5 0.0
-0.5518476332731124 0.44211332218206734 0.5 0.0
-0.558723967439391 0.43339073387508675 0.4999999999999999 0.0
-0.5654624448270701 0.4245612128894874 0.4999999999999999 0.0
-0.5720614028176843 0.41562693777745346 0.5 0.0
-0.5785192132170915 0.4065901129376822 0.4999999999999998 0.0
-0.5848342826572065 0.3974529680714821 0.4999999999999999 0.0
-0.591005052989139 0.38821775763262684 0.49999999999999994 0.0
-0.5970300016676447 0.3788867602711027 0.4999999999999999 0.0
-0.6029076421267908 0.3694622782708859 0.5 0.0
-0.608636524146743 0.359946636981888 0.4999999999999999 0.0
-0.6142152342115855 0.35034218424621244 0.49999999999999994 0.0
-0.6196423958580861 0.34065128981885684 0.4999999999999999 0.0
-0.624916670015317 0.3308763447830131 0.5 0.0
-0.6300367553350504 0.3210197609601031 0.49999999999999994 0.0
-0.6350013885128473 0.31108397031469803 0.4999999999999999 0.0
-0.6398093445997582 0.3010714243544672 0.4999999999999999 0.0
-0.644459437304562 0.2909845935253053 0.49999999999999983 0.0
-0.6489505192864645 0.28082596660178705 0.5 0.0
-0.6532814824381881 0.27059805007309884 0.49999999999999994 0.0
-0.6574512581593808 0.26030336752460037 0.4999999999999999 0.0
-0.661458817620277 0.24994445901516812 0.49999999999999994 0.0
-0.665303172015546 0.23952388045047338 0.4999999999999999 0.0
-0.6689833728082654 0.22904420295235026 0.49999999999999994 0.0
-0.6724985119639573 0.21850801222441057 0.4999999999999999 0.0
-0.6758477221746334 0.20791790791406015 0.5000000000000001 0.0
-0.6790301770727893 0.19727650297107435 0.49999999999999994 0.0
-0.6820450914352992 0.1865864230028921 0.4999999999999999 0.0
-0.6848917213771573 0.17585030562678647 0.4999999999999998 0.0
-0.6875693645350205 0.16507079981907175 0.49999999999999994 0.0
-0.6900773602405057 0.15425056526150938 0.49999999999999983 0.0
-0.692415089683201 0.14339227168506913 0.49999999999999994 0.0
-0.6945819760633462 0.13249859821121557 0.49999999999999994 0.0
-0.6965774847341509 0.12157223269087244 0.4999999999999999 0.0
-0.6984011233337102 0.11061587104123721 0.4999999999999999 0.0
-0.7000524419064872 0.09963221658060338 0.49999999999999983 0.0
-0.7015310330143333 0.08862397936135713 0.4999999999999998 0.0
-0.7028365318370173 0.07759387550131254 0.4999999999999999 0.0
-0.7039686162622394 0.06654462651354978 0.4999999999999999 0.0
-0.7049270069651072 0.05547895863492373 0.4999999999999999 0.0
-0.7057114674770557 0.04439960215340397 0.5 0.0
-0.7063218042441914 0.033309290734418386 0.4999999999999999 0.0
-0.70675786667505 0.022210760746361382 0.4999999999999999 0.0
-0.7070195471777515 0.011106750585437275 0.4999999999999999 0.0
