# re(C) im(C) re(|C|^2) im(|C|^2)
-0.0060975961463092376 0.013323490649755503 0.00021469608185760758 0.0
-0.0052502677674903546 0.01075323190258859 0.00014319730798119715 0.0
-0.004483536629390225 0.008628838267195514 9.455895054850154e-05 0.0
-0.003798482212673734 0.0068841352152757005 6.181978478219776e-05 0.0
-0.0031934763494459732 0.005460354495947504 4.00137624158849e-05 0.0
-0.002664892910195374 0.004305825833528235 2.564179033148869e-05 0.0
-0.0022077169005245293 0.003375554451865044 1.626838177036755e-05 0.0
-0.001816054119578459 0.0026307202681693717 1.0218741694595023e-05 0.0
-0.0014835461570246661 0.002038129916301225 6.354882755744695e-06 0.0
-0.0012036981315757464 0.0015696478288198114 3.912683498477691e-06 0.0
-0.000970128294603405 0.0012016276969761634 2.3850580301303497e-06 0.0
-0.0007767495571500253 0.0009143609486236505 1.4393958189007024e-06 0.0
-0.0006178932813925186 0.0006915545896703731 8.600398576841722e-07 0.0
-0.0004883854455294365 0.0005198469466846553 5.08761191382345e-07 0.0
-0.0003835846762570727 0.00038836658191826164 2.979658058101171e-07 0.0
-0.0002993907662960668 0.00028833694399415215 1.7277302421523291e-07 0.0
-0.00023223126126576492 0.0002127271538283197 9.918420068498555e-08 0.0
-0.0001790325984305501 0.00015594766928862054 5.6372346857347566e-08 0.0
-0.0001371811791064068 0.00011358837150729792 3.172099404270399e-08 0.0
-0.0001044787088842631 8.219580958647969e-05 1.7671951723699423e-08 0.0
-7.909518131195297e-05 5.9085864044163455e-05 9.747187036616082e-09 0.0
-5.952203333904854e-05 4.218787882265883e-05 5.322689572370152e-09 0.0
-4.452727517369999e-05 2.9916306948975964e-05 2.877663655859747e-09 0.0
-3.31137946428102e-05 2.1066061890786984e-05 1.5403023592326733e-09 0.0
-2.4481551366938717e-05 1.4728018385533281e-05 8.162608828966653e-10 0.0
-1.799399913158367e-05 1.022142382915923e-05 4.28261509842738e-10 0.0
-1.3148793043206068e-05 7.0403326275319935e-06 2.2245704199935584e-10 0.0
-9.552637387140081e-06 4.811536833695062e-06 1.1440376775219078e-10 0.0
-6.899996387085117e-06 3.261818932886271e-06 5.8249412892723e-11 0.0
-4.955309810742747e-06 2.1926843359790873e-06 2.9362959917691366e-11 0.0
-3.538316310064331e-06 1.4610341207734592e-06 1.465430301213154e-11 0.0
-2.5120788101913905e-06 9.64508589608832e-07 7.24081676804181e-12 0.0
-1.7733191292417947e-06 6.304678514831445e-07 3.5421504458886495e-12 0.0
-1.2446959534269624e-06 4.077774778020648e-07 1.7155504878800685e-12 0.0
-8.686955074883055e-07 2.6073729950885185e-07 8.226158240855335e-13 0.0
-6.028433501163312e-07 1.6463244694548937e-07 3.9052394736674084e-13 0.0
-4.1598549410703116e-07 1.0250106956206589e-07 1.8355040056883832e-13 0.0
-2.8542530660402174e-07 6.280623996552577e-08 8.541222942860702e-14 0.0
-1.947379898768802e-07 3.777369905135968e-08 3.934973704131059e-14 0.0
-1.3211609771566425e-07 2.2215468687626086e-08 1.794819032462584e-14 0.0
-8.912718286054933e-08 1.2704771810720329e-08 8.105065951420271e-15 0.0
-5.978829504429097e-08 7.002635685521537e-09 3.6236771308473276e-15 0.0
-3.988186863629833e-08 3.6631355216562858e-09 1.6039820077729762e-15 0.0
-2.6453893616482923e-08 1.7642436390989896e-09 7.029210430902971e-16 0.0
-1.7448558917383372e-08 7.261506494818608e-10 3.0497950305914177e-16 0.0
-1.1444217965080079e-08 1.8990737280966708e-10 1.3100618964250907e-16 0.0
-7.463966262303443e-09 -6.275362851640065e-11 5.571473038269601e-17 0.0
-4.8407233227263965e-09 -1.617759087737671e-10 2.3458773731846864e-17 0.0
-3.1218182542639375e-09 -1.8254474624908534e-10 9.779071797038682e-18 0.0
-2.0019863292932747e-09 -1.6736866335768845e-10 4.035961532151299e-18 0.0
-1.2766438772296619e-09 -1.389422923058492e-10 1.6491245498591879e-18 0.0
-8.095287454713314e-10 -1.0864236938376996e-10 6.671399541697072e-19 0.0
-5.104426528470938e-10 -8.154104321662949e-11 2.6720064357443495e-19 0.0
-3.2004553685302525e-10 -5.936585478858775e-11 1.0595345037432083e-19 0.0
-1.9953740286773167e-10 -4.219777100812288e-11 4.159582702125343e-20 0.0
-1.237034397583651e-10 -2.940930447788536e-11 1.616744819792443e-20 0.0
-7.625721736476572e-11 -2.015607136262851e-11 6.221430412992499e-21 0.0
-4.6743176822450564e-11 -1.3613812333165111e-11 2.3702604656975182e-21 0.0
-2.848980831688559e-11 -9.076064437918789e-12 8.940441236141374e-22 0.0
-1.726594427340963e-11 -5.979825642712644e-12 3.3387114636973047e-22 0.0
-1.0404366324051798e-11 -3.897326219939467e-12 1.2343999026969076e-22 0.0
-6.233900930954162e-12 -2.5145626541267957e-12 4.5184546158480365e-23 0.0
-3.713787397648939e-12 -1.6071006451916783e-12 1.637498931871159e-23 0.0
-2.199785786705408e-12 -1.0179542137162765e-12 5.875288288613854e-24 0.0
-1.2955156320566104e-12 -6.392938625953014e-13 2.087057395655059e-24 0.0
-7.58570343116625e-13 -3.982110585710892e-13 7.3400101262438155e-25 0.0
-4.4160226233118594e-13 -2.460915198353428e-13 2.5557359423089045e-25 0.0
-2.555874045841043e-13 -1.5092519833455595e-13 8.810333687436366e-26 0.0
-1.470652190466903e-13 -9.187650655361293e-14 3.006947110974708e-26 0.0
-8.412625773070434e-14 -5.552747742442643e-14 1.0160527988893078e-26 0.0
-4.784008160427071e-14 -3.3323049558696464e-14 3.399099039794621e-27 0.0
-2.70444123172983e-14 -1.985996863568053e-14 1.1258185917982506e-27 0.0
-1.519755731875207e-14 -1.1756163024691029e-14 3.691731175198672e-28 0.0
-8.489157194499676e-15 -6.912826745425608e-15 1.1985296348519722e-28 0.0
-4.713378589355259e-15 -4.03824913112514e-15 3.8523393771625517e-29 0.0
-2.601104293828196e-15 -2.343783638738497e-15 1.2259065292589749e-29 0.0
-1.4266575492437382e-15 -1.3516505291706485e-15 3.8623109158214434e-30 0.0
-7.776693168270119e-16 -7.745790702869479e-16 1.204742302460784e-30 0.0
-4.2126732754712283e-16 -4.411135084921296e-16 3.7204728863293095e-31 0.0
-2.267669813629517e-16 -2.4965731164119266e-16 1.1375203709237287e-31 0.0
-1.212913041148976e-16 -1.4043365326816334e-16 3.44331914241353e-32 0.0
-6.445734340905714e-17 -7.851498499120005e-17 1.0319351987521492e-32 0.0
-3.403056106240586e-17 -4.363228150693801e-17 3.0618550757228185e-33 0.0
-1.7847453268960582e-17 -2.4102114379873803e-17 8.994435057682513e-34 0.0
-9.29704546332726e-18 -1.3234590432508401e-17 2.6158943826341685e-34 0.0
-4.809723400742091e-18 -7.224185851661139e-18 7.532230041098704e-35 0.0
-2.4708095585595035e-18 -3.9201618340586815e-18 2.1472568679879333e-35 0.0
-1.2601766079085226e-18 -2.1147949279819916e-18 6.060402670538187e-36 0.0
-6.379919466876154e-19 -1.1342091791207658e-18 1.6934641860400543e-36 0.0
-3.205508779257594e-19 -6.047685425754708e-19 4.684978554278341e-37 0.0
-1.5979683403453407e-19 -3.206018307466217e-19 1.2832056204554588e-37 0.0
-7.901362841488077e-20 -1.689788703746189e-19 3.4797012108367114e-38 0.0
-3.8739068263825944e-20 -8.855161696204107e-20 9.342104276541405e-39 0.0
-1.8824880045979655e-20 -4.6138734833938136e-20 2.4831589608219795e-39 0.0
-9.062291740759044e-21 -2.3902687085400564e-20 6.534635814972045e-40 0.0
-4.31924333578484e-21 -1.2312487467067465e-20 1.7025321062041516e-40 0.0
-2.036676982996349e-21 -6.306211375953573e-21 4.391635505127336e-41 0.0
-9.492541115351173e-22 -3.2115891816451802e-21 1.1215388439926684e-41 0.0
-4.367977835548545e-22 -1.6263154602431146e-21 2.8356942799442073e-42 0.0
-1.9813200565562866e-22 -8.188928351976808e-22 7.09841767203218e-43 0.0
-8.841426197863001e-23 -4.1000629115298698e-22 1.7592224050625376e-43 0.0
-3.870507247473001e-23 -2.0412603871713453e-22 4.3165522317623206e-44 0.0
-1.655584269272216e-23 -1.0105402051169424e-22 1.0486010988844081e-44 0.0
-6.877888082324445e-24 -4.974604550755437e-23 2.521974388112651e-45 0.0
-2.748356767573853e-24 -2.435092163634245e-23 6.005208494611599e-46 0.0
-1.0384606411506405e-24 -1.1852933546057059e-23 1.4157043415046378e-46 0.0
-3.5839600308094878e-25 -5.737084900307637e-24 3.304259084836229e-47 0.0
-1.0329011705262531e-25 -2.7612943845533937e-24 7.63541552644685e-48 0.0
-1.6373767280718736e-26 -1.3215719974132452e-24 1.7468206446017978e-48 0.0
7.932301166525071e-27 -6.289642623730612e-25 3.956589647442854e-49 0.0
1.1200517548921309e-26 -2.97658393464171e-25 8.872597079303492e-50 0.0
8.781845097295004e-27 -1.4007704710183394e-25 1.969869992808229e-50 0.0
5.757629564157916e-27 -6.554986786298225e-26 4.329935475052499e-51 0.0
3.449481128459689e-27 -3.050223293766492e-26 9.422851342391704e-52 0.0
1.954572619322075e-27 -1.4113835083076136e-26 2.0302069487647433e-52 0.0
1.0653982771672543e-27 -6.493970344256804e-27 4.330672432107779e-53 0.0
5.640548623238865e-28 -2.971155076036927e-27 9.145920373571217e-54 0.0
2.918012630203985e-28 -1.3517227313509083e-27 1.9123023195510595e-54 0.0
1.4809608991554226e-28 -6.114969920682172e-28 3.958610231567497e-55 0.0
7.394394111507079e-29 -2.7506933062285347e-28 8.113084307693373e-56 0.0
3.639524018261998e-29 -1.230346555932956e-28 1.646213998491146e-56 0.0
1.768598700227083e-29 -5.471999486654073e-29 3.307071974438736e-57 0.0
