# re(kappa) im(kappa) re(|kappa|^2) im(|kappa|^2)
0.8443279255020151 0.16074803849369898 0.738729577662108 0.0
0.8358073613682703 0.16470684539943953 0.7257022902388253 0.0
0.8270805742745618 0.16862501335563918 0.7124966714715284 0.0
0.8181497174250235 0.17250157561298357 0.6991257537116077 0.0
0.8090169943749475 0.17633557568774194 0.6856027324406011 0.0
0.7996846584870906 0.18012606759776517 0.6719409532478493 0.0
0.7901550123756904 0.18387211609589293 0.658153898660009 0.0
0.7804304073383298 0.18757279690071152 0.6442551748354269 0.0
0.7705132427757893 0.19122719692460688 0.6302584981365047 0.0
0.7604059656000309 0.1948344144990551 0.6161776815933051 0.0
0.7501110696304596 0.19839355959709554 0.6020266212717585 0.0
0.7396310949786097 0.20190375405293198 0.587819282559924 0.0
0.7289686274214116 0.20536413177860657 0.5735696863858376 0.0
0.7181262977631889 0.20877383897769428 0.5592918953805485 0.0
0.7071067811865476 0.21213203435596423 0.5450000000000002 0.0
0.6959127965923143 0.21543788932895663 0.5307081046194516 0.0
0.6845471059286886 0.21869058822642345 0.5164303136141624 0.0
0.6730125135097733 0.22188932849358292 0.502180717440076 0.0
0.6613118653236519 0.22503332088913786 0.48797337872824165 0.0
0.6494480483301837 0.22812178968000926 0.473822318406695 0.0
0.6374239897486897 0.23115397283273675 0.4597415018634954 0.0
0.6252426563357052 0.2341291222014989 0.44574482516457314 0.0
0.6129070536529765 0.2370465037127071 0.431846101339991 0.0
0.6004202253258841 0.23990539754612714 0.4180590467521508 0.0
0.5877852522924732 0.24270509831248419 0.40439726755939903 0.0
0.5750052520432786 0.245444915227507 0.3908742462883924 0.0
0.5620833778521307 0.2481241722823685 0.3775033285284716 0.0
0.5490228179981317 0.25074220841048106 0.36429770976117476 0.0
0.5358267949789965 0.25329837765060453 0.3512704223378919 0.0
0.5224985647159489 0.2557920493062276 0.3384343226185062 0.0
0.5090414157503712 0.2582226081011831 0.32580207828371943 0.0
0.49545866843240755 0.26058945433145736 0.3133861558335811 0.0
0.48175367410171516 0.2628920040131591 0.3011988082845565 0.0
0.46792981426057334 0.26512968902660805 0.2892520630772806 0.0
0.45399049973954686 0.26730195725651035 0.27755771020692477 0.0
0.4399391698559151 0.2694082727281847 0.26612729058789564 0.0
0.42577929156507266 0.2714481157398059 0.2549720846643462 0.0
0.4115143586051089 0.27342098299063355 0.24410310127773846 0.0
0.39714789063478056 0.27532638770519435 0.23353106680244662 0.0
0.38268343236508984 0.27716385975338603 0.22326641456012092 0.0
0.3681245526846781 0.27893294576647537 0.21331927452325783 0.0
0.35347484377925714 0.2806332092489602 0.20369946331814093 0.0
0.3387379202452915 0.2822642306862676 0.19441647453701594 0.0
0.3239174181981494 0.2838256076482636 0.18547946936906087 0.0
0.30901699437494745 0.285316954888546 0.1768972675593989 0.0
0.2940403252323041 0.28673790443949904 0.16867833870507448 0.0
0.2789911060392295 0.28808810570308285 0.16083079389658322 0.0
0.26387304996537275 0.2893672255373394 0.15336237771320554 0.0
0.24868988716485474 0.2905749483385893 0.14628046058004202 0.0
0.23344536385590547 0.29171097611930297 0.13959203149429264 0.0
0.2181432413965427 0.2927750285816242 0.13330369112796117 0.0
0.20278729535651271 0.29376684318652974 0.12742164531378866 0.0
0.18738131458572474 0.29468617521860657 0.12195169892084563 0.0
0.17192910027940952 0.29553279784643216 0.1168992501258274 0.0
0.15643446504023092 0.2963065021785413 0.11226928508570515 0.0
0.1409012319375828 0.29700709731496727 0.10806637301699094 0.0
0.12533323356430448 0.2976344103943433 0.10429466168647288 0.0
0.10973431109104537 0.2981882866365539 0.10095787331786994 0.0
0.09410831331851428 0.298668589380924 0.09805930091844664 0.0
0.078459095727845 0.2990752001199384 0.09560180502921233 0.0
0.06279051952931353 0.2994080185284815 0.09358781090191261 0.0
0.04710645070964268 0.299666962488591 0.0920193061055986 0.0
0.031410759078128396 0.2998519681097195 0.09089783856513645 0.0
0.015707317311820648 0.29996298974449814 0.0902245150335921 0.0
6.123233995736766e-17 0.3 0.09 0.0
-0.015707317311820526 0.29996298974449814 0.0902245150335921 0.0
-0.03141075907812828 0.2998519681097195 0.09089783856513645 0.0
-0.047106450709642554 0.299666962488591 0.09201930610559858 0.0
-0.0627905195293134 0.2994080185284815 0.0935878109019126 0.0
-0.07845909572784487 0.2990752001199384 0.09560180502921231 0.0
-0.09410831331851438 0.298668589380924 0.09805930091844665 0.0
-0.10973431109104524 0.2981882866365539 0.10095787331786991 0.0
-0.12533323356430415 0.29763441039434335 0.10429466168647282 0.0
-0.14090123193758247 0.29700709731496727 0.10806637301699085 0.0
-0.1564344650402308 0.2963065021785413 0.1122692850857051 0.0
-0.1719291002794096 0.29553279784643216 0.11689925012582743 0.0
-0.1873813145857246 0.2946861752186066 0.1219516989208456 0.0
-0.20278729535651238 0.29376684318652974 0.12742164531378852 0.0
-0.21814324139654234 0.29277502858162424 0.13330369112796103 0.0
-0.23344536385590556 0.29171097611930297 0.13959203149429267 0.0
-0.24868988716485485 0.2905749483385893 0.14628046058004207 0.0
-0.26387304996537286 0.2893672255373394 0.1533623777132056 0.0
-0.27899110603922916 0.2880881057030829 0.16083079389658306 0.0
-0.2940403252323038 0.28673790443949904 0.16867833870507426 0.0
-0.3090169943749471 0.2853169548885461 0.17689726755939872 0.0
-0.32391741819814945 0.2838256076482636 0.1854794693690609 0.0
-0.33873792024529137 0.2822642306862676 0.19441647453701588 0.0
-0.35347484377925703 0.2806332092489602 0.20369946331814082 0.0
-0.36812455268467775 0.2789329457664754 0.2133192745232576 0.0
-0.3826834323650895 0.27716385975338603 0.22326641456012064 0.0
-0.3971478906347807 0.27532638770519435 0.23353106680244673 0.0
-0.41151435860510877 0.27342098299063355 0.24410310127773838 0.0
-0.4257792915650727 0.2714481157398058 0.25497208466434623 0.0
-0.43993916985591514 0.2694082727281847 0.2661272905878957 0.0
-0.45399049973954675 0.26730195725651035 0.27755771020692466 0.0
-0.46792981426057323 0.26512968902660805 0.28925206307728046 0.0
-0.48175367410171543 0.26289200401315904 0.3011988082845567 0.0
-0.4954586684324076 0.26058945433145736 0.3133861558335811 0.0
-0.5090414157503713 0.2582226081011831 0.32580207828371954 0.0
-0.5224985647159488 0.2557920493062277 0.33843432261850614 0.0
-0.5358267949789969 0.2532983776506045 0.3512704223378922 0.0
-0.5490228179981319 0.25074220841048106 0.364297709761175 0.0
-0.5620833778521307 0.2481241722823685 0.3775033285284716 0.0
-0.5750052520432786 0.245444915227507 0.3908742462883924 0.0
-0.587785252292473 0.2427050983124842 0.4043972675593988 0.0
-0.6004202253258839 0.23990539754612716 0.4180590467521505 0.0
-0.6129070536529766 0.23704650371270708 0.4318461013399912 0.0
-0.6252426563357053 0.2341291222014989 0.4457448251645733 0.0
-0.6374239897486897 0.23115397283273675 0.4597415018634954 0.0
-0.6494480483301835 0.2281217896800093 0.4738223184066948 0.0
-0.6613118653236517 0.2250333208891379 0.48797337872824137 0.0
-0.6730125135097735 0.22188932849358287 0.5021807174400762 0.0
-0.6845471059286887 0.21869058822642343 0.5164303136141625 0.0
-0.6959127965923143 0.21543788932895663 0.5307081046194516 0.0
-0.7071067811865475 0.21213203435596426 0.5449999999999999 0.0
-0.7181262977631887 0.20877383897769433 0.5592918953805481 0.0
-0.7289686274214113 0.20536413177860666 0.5735696863858373 0.0
-0.7396310949786098 0.20190375405293198 0.5878192825599241 0.0
-0.7501110696304596 0.19839355959709556 0.6020266212717585 0.0
-0.7604059656000308 0.19483441449905511 0.6161776815933049 0.0
-0.7705132427757891 0.19122719692460696 0.6302584981365046 0.0
-0.7804304073383296 0.18757279690071163 0.6442551748354266 0.0
-0.7901550123756904 0.18387211609589293 0.658153898660009 0.0
-0.7996846584870906 0.1801260675977652 0.6719409532478494 0.0
-0.8090169943749473 0.17633557568774197 0.685602732440601 0.0
-0.8181497174250233 0.1725015756129836 0.6991257537116073 0.0
-0.8270805742745617 0.16862501335563923 0.7124966714715284 0.0
-0.83580736136827 0.1647068453994396 0.7257022902388248 0.0
-0.8443279255020149 0.1607480384936991 0.7387295776621078 0.0
-0.852640164354092 0.1567495694147848 0.7515656773814934 0.0
-0.8607420270039438 0.15271242472511132 0.7641979217162806 0.0
-0.8686315144381913 0.14863760052972222 0.7766138441664191 0.0
-0.8763066800438636 0.14452610223051457 0.7888011917154434 0.0
-0.8837656300886935 0.14037894427817202 0.8007479369227195 0.0
-0.8910065241883678 0.13619714992186405 0.8124422897930752 0.0
-0.8980275757606155 0.13198175095677459 0.8238727094121041 0.0
-0.9048270524660194 0.12773378746952185 0.8350279153356536 0.0
-0.9114032766354451 0.12345430758153272 0.8458968987222613 0.0
-0.9177546256839809 0.11914436719043431 0.8564689331975529 0.0
-0.9238795325112865 0.11480502970952708 0.8667335854398787 0.0
-0.9297764858882513 0.11043736580540343 0.8766807254767421 0.0
-0.9354440308298674 0.1060424531337771 0.8863005366818593 0.0
-0.9408807689542255 0.10162137607358739 0.8955835254629841 0.0
-0.9460853588275453 0.09717522545944483 0.9045205306309391 0.0
-0.9510565162951535 0.09270509831248425 0.913102732440601 0.0
-0.9557930147983301 0.08821209756969124 0.9213216612949255 0.0
-0.960293685676943 0.08369733181176886 0.9291692061034167 0.0
-0.964557418457798 0.07916191498961198 0.9366376222867941 0.0
-0.968583161128631 0.07460696614945657 0.9437195394199577 0.0
-0.9723699203976766 0.07003360915677166 0.9504079685057073 0.0
-0.9759167619387473 0.06544297241896282 0.9566963088720387 0.0
-0.9792228106217659 0.060836188606953695 0.9625783546862116 0.0
-0.9822872507286887 0.05621439437571737 0.9680483010791545 0.0
-0.9851093261547739 0.051578730083822875 0.9731007498741725 0.0
-0.9876883405951377 0.04693033951206929 0.9777307149142946 0.0
-0.9900236577165575 0.04227036958127486 0.981933626983009 0.0
-0.9921147013144778 0.03759997006929136 0.985705338313527 0.0
-0.9939609554551796 0.03292029332731369 0.9890421266821299 0.0
-0.99556196460308 0.028232493995554303 0.9919406990815534 0.0
-0.996917333733128 0.02353772871835352 0.9943981949707877 0.0
-0.9980267284282716 0.018837155858794075 0.9964121890980874 0.0
-0.9988898749619699 0.014131935212892886 0.9979806938944012 0.0
-0.9995065603657316 0.00942322772343847 0.9991021614348636 0.0
-0.9998766324816606 0.004712195193546213 0.9997754849664079 0.0
