# re(H) im(H) re(|H|^2) im(|H|^2)
0.2934209038731036 0.5784283051261894 0.4206751310008652 0.0
0.322320428986521 0.5840145822879154 0.4449634912669832 0.0
0.35294117647058826 0.5882352941176471 0.4705882352941177 0.0
0.38529706104093553 0.590851021773832 0.49755875517796366 0.0
0.4193767850628247 0.591597345699909 0.5258643072888083 0.0
0.4551371193873531 0.5901854332254003 0.5554686430356711 0.0
0.4924953095684805 0.5863039399624765 0.5863039399624768 0.0
0.531320754716981 0.579622641509434 0.6182641509433962 0.0
0.5714262457214255 0.5697982507193703 0.6511980008221374 0.0
0.6125592299775191 0.5564828783862851 0.6849020041677361 0.0
0.6543937868545955 0.5393355386164245 0.7191140514885664 0.0
0.696524236918316 0.5180369578161916 0.7535083022780971 0.0
0.7384615384615384 0.4923076923076923 0.7876923076923075 0.0
0.7796337992295405 0.46192917663369765 0.8212074251265733 0.0
0.8193922840559922 0.4267668146124953 0.8535336292249918 0.0
0.8570241549163717 0.38679362246386817 0.8840997084888426 0.0
0.8917727690000627 0.34211231547316967 0.9122995079284528 0.0
0.9228656443121995 0.29297322041657126 0.937514305333028 0.0
0.9495492039132941 0.23978515250335622 0.9591406100134284 0.0
0.971128238445249 0.18311657544536372 0.97662173570861 0.0
0.9870068830743163 0.12368507306695647 0.9894805845356555 0.0
0.9967270544152042 0.062334399900888085 0.9973503984142131 0.0
1.0 -0.0 1.0 0.0
0.9967270544152039 -0.06233439990088918 0.9973503984142128 0.0
0.987006883074316 -0.12368507306695757 0.9894805845356552 0.0
0.9711282384452485 -0.18311657544536472 0.9766217357086094 0.0
0.9495492039132937 -0.23978515250335722 0.959140610013428 0.0
0.9228656443121995 -0.29297322041657126 0.937514305333028 0.0
0.8917727690000622 -0.3421123154731705 0.9122995079284524 0.0
0.8570241549163711 -0.38679362246386895 0.884099708488842 0.0
0.8193922840559915 -0.42676681461249594 0.8535336292249911 0.0
0.7796337992295405 -0.46192917663369765 0.8212074251265733 0.0
0.7384615384615384 -0.4923076923076923 0.7876923076923075 0.0
0.6965242369183153 -0.518036957816192 0.7535083022780965 0.0
0.6543937868545947 -0.5393355386164248 0.7191140514885658 0.0
0.6125592299775183 -0.5564828783862853 0.6849020041677354 0.0
0.5714262457214255 -0.5697982507193703 0.6511980008221374 0.0
0.531320754716981 -0.579622641509434 0.6182641509433962 0.0
0.49249530956847976 -0.5863039399624767 0.5863039399624761 0.0
0.4551371193873524 -0.5901854332254003 0.5554686430356706 0.0
0.4193767850628241 -0.591597345699909 0.5258643072888078 0.0
0.38529706104093553 -0.590851021773832 0.49755875517796366 0.0
0.35294117647058826 -0.5882352941176471 0.4705882352941177 0.0
0.32232042898652047 -0.5840145822879154 0.4449634912669828 0.0
0.2934209038731031 -0.5784283051261894 0.42067513100086484 0.0
0.26620927224170216 -0.5716912475778855 0.3976982591846158 0.0
0.24063768987817707 -0.5639945856519777 0.3759963904346517 0.0
0.21664786042878223 -0.555507334432775 0.35552469403697606 0.0
0.19417434923223345 -0.5463780389651599 0.33623263936317516 0.0
0.1731472431184343 -0.5367365745347568 0.31806611824281866 0.0
0.15349425148979703 -0.5266959609944019 0.3009691205682295 0.0
0.13514233846768123 -0.5163541258975964 0.2848850349779842 0.0
0.11801896733403583 -0.505795574288725 0.26975763962065336 0.0
0.10205302864621706 -0.4950929402242151 0.2555318401157238 0.0
0.08717551336691186 -0.4843084075939556 0.24215420379697766 0.0
0.07331998280710962 -0.4734949966016869 0.22957333168566635 0.0
0.06042287849694005 -0.46269771821981137 0.21774010269167593 0.0
0.048423707440100876 -0.4519546027742749 0.2066078184110971 0.0
0.0372651316047541 -0.44129761110893173 0.19613227160396957 0.0
0.02689298491104166 -0.43075343796906723 0.18627175695959658 0.0
0.01725623630424509 -0.4203442176675099 0.1769870390178989 0.0
0.00830691364575519 -0.41008814200563726 0.16824128902795374 0.0
0.0 -0.4 0.16000000000000003 0.0
-0.007706688662444241 -0.39009164834593696 0.15223088715938998 0.0
-0.014852637384631747 -0.3803724208259333 0.1449037793622603 0.0
-0.021474772451769528 -0.3708494841068626 0.1379905057141814 0.0
-0.027607603922909073 -0.36152814660952326 0.13146478058528116 0.0
-0.0332833674936523 -0.35241212640337727 0.12530208938786747 0.0
-0.0385321635287099 -0.34350378339547505 0.11947957683320869 0.0
-0.04338209173540437 -0.3348043204538592 0.1139759388779095 0.0
-0.04785938043856599 -0.32631395753567694 0.10877131917855896 0.0
-0.051988509792933964 -0.3180320823787469 0.10384721057265205 0.0
-0.05579232855482371 -0.30995738086013175 0.09918636187524216 0.0
-0.05929216424951271 -0.3020879497227916 0.09477269010911107 0.0
-0.06250792672983894 -0.2944213940173572 0.0905911981591868 0.0
-0.06545820523712341 -0.286954911295909 0.08662789774970837 0.0
-0.06816035915744269 -0.2796853643238529 0.0828697375774379 0.0
-0.07063060272222114 -0.2726093438401518 0.07930453638986233 0.0
-0.07288408393817003 -0.2657232226912447 0.07592092076892705 0.0
-0.07493495805258403 -0.25902320248619093 0.0727082673645448 0.0
-0.07679645586968287 -0.2525053537665309 0.06965664931490506 0.0
-0.07848094723499258 -0.2461656505510134 0.06675678659010532 0.0
-0.07999999999999999 -0.24 0.064 0.0
-0.08136443477024342 -0.23400426784464154 0.06137816861498794 0.0
-0.08258437572799562 -0.2281743001397384 0.05888369035864219 0.0
-0.08366929780678675 -0.22250594182471775 0.05650944554278545 0.0
-0.08462807047999306 -0.21699505251280257 0.05424876312820062 0.0
-0.08546899841017488 -0.211637519872814 0.05209538950715422 0.0
-0.08619985919021551 -0.2064292709199645 0.05004345961696108 0.0
-0.08682793839191104 -0.2013662814904133 0.048087470206665865 0.0
-0.08736006212271086 -0.19644458413837093 0.0462222550913814 0.0
-0.08780262727696181 -0.19166027466340912 0.04444296224079051 0.0
-0.08816162965436634 -0.18700951744865588 0.042745032559692774 0.0
-0.08844269010547887 -0.1824885497671897 0.04112418022922584 0.0
-0.08865107885196852 -0.1780936851936868 0.03957637448748596 0.0
-0.08879173811806669 -0.1738213162407848 0.03809782273770626 0.0
-0.08886930319908855 -0.1696679163243692 0.036684954880944684 0.0
-0.08888812208314283 -0.16563004114871335 0.03533440877839218 0.0
-0.08885227373308913 -0.16170432959087097 0.03404301675597283 0.0
-0.08876558512743797 -0.15788750415367808 0.03280779307089415 0.0
-0.08863164715116657 -0.15417637104797038 0.031625922266250335 0.0
-0.08845382942031113 -0.15056781995700447 0.03049474834572241 0.0
-0.08823529411764706 -0.14705882352941177 0.029411764705882356 0.0
-0.08797900891074537 -0.14364643664120885 0.028374604768633842 0.0
-0.08768775901815722 -0.1403277954623125 0.027381033260939026 0.0
-0.08736415848438961 -0.1371001163585618 0.026428938093216732 0.0
-0.08701066071966233 -0.13396069465637161 0.02551632279168982 0.0
-0.08662956835614379 -0.1309069032937284 0.024641299443525347 0.0
-0.08622304246841872 -0.127936191378261 0.023802082116885767 0.0
-0.08579311120232248 -0.12504608267049855 0.02299698072101123 0.0
-0.08534167785294562 -0.12223417400812521 0.022224395274204584 0.0
-0.08487052842955845 -0.11949813368502928 0.021482810550117616 0.0
-0.0843813387423935 -0.11683569979716023 0.020770791075050702 0.0
-0.0838756810436402 -0.1142446785656527 0.020086976451103765 0.0
-0.08335503025262984 -0.11172294264629869 0.019430076981964983 0.0
-0.08282076979300118 -0.10926842943324029 0.01879886957991231 0.0
-0.08227419706762298 -0.10687913936368931 0.018192193934244982 0.0
-0.08171652859519624 -0.10455313422954401 0.01760894892287057 0.0
-0.08114890483074655 -0.10228853550094102 0.017048089250156835 0.0
-0.08057239469064392 -0.10008352266605784 0.016508622295432217 0.0
-0.07998799980132917 -0.09793633159083279 0.01598960515768699 0.0
-0.07939665848958614 -0.09584525290170741 0.015490141883104224 0.0
