# re(FSC) im(FSC) re(|FSC|^2) im(|FSC|^2)
0.10470579729934738 0.1959273032849597 0.049350812160608604 0.0
0.09610115798981334 0.18650298546188354 0.04401879615317861 0.0
0.08792019347172228 0.17710100553428623 0.03909472658136036 0.0
0.08016140110413804 0.1677434454242683 0.034563713709782985 0.0
0.07282228845369389 0.15845220644818983 0.03041018742393277 0.0
0.06589938243614164 0.14924896430902201 0.02661798195278058 0.0
0.05938824047284679 0.14015512456604184 0.023170422048583383 0.0
0.053283463638710796 0.1311917786721682 0.02005041028850498 0.0
0.04757871177396845 0.12237966066809351 0.01724051515930808 0.0
0.042266720528320985 0.11373910462102231 0.01472305958421105 0.0
0.03733932030195209 0.10529000289432275 0.012480209550098265 0.0
0.03278745704412385 0.09705176533270578 0.010494062493614858 0.0
0.02860121486628431 0.08904327944568795 0.008746735106270238 0.0
0.02476984042294109 0.08128287167007271 0.007220450221511476 0.0
0.021281769009967495 0.07378826978998836 0.005897622450793722 0.0
0.018124652326529572 0.06657656659067984 0.0047609422409608014 0.0
0.01528538784344569 0.05966418481974147 0.003793458031728826 0.0
0.012750149717536631 0.05306684352683244 0.002978656199720918 0.0
0.010504421188387634 0.04679952585011607 0.002300538484298729 0.0
0.008533028390938818 0.0408764483147314 0.0017436966003474756 0.0
0.006820175514451206 0.0353110317055413 0.0012933837541576625 0.0
0.005349481235664085 0.030115873573204412 0.000935582790567954 0.0
0.004104016351378273 0.025302722429312013 0.0006570707125471894 0.0
0.0030663425332665656 0.020882453682900544 0.0004454793283498061 0.0
0.0022185521254389907 0.016865047367124672 0.0002893517962286487 0.0
0.0015423089031753945 0.013259567701241573 0.00017819485237662282 0.0
0.0010188897092904825 0.010074144529341173 0.00010252652423775274 0.0
0.000629226882816394 0.007315956673447607 5.391914851782141e-05 0.0
0.0003539513930822575 0.004991217234739365 2.5037531073024147e-05 0.0
0.00017343659084001617 0.003105160872684437 9.672104296292582e-06 0.0
6.784248683497529e-05 0.0016620330878782189 2.7669565882219608e-06 0.0
1.716046715032464e-05 0.000665081530308983 4.4262792359095606e-07 0.0
1.2583537694731422e-06 0.00011654935067059847 1.3585334595947281e-08 0.0
-7.428189975217559e-08 1.7670608200368437e-05 3.122559119715591e-10 0.0
-7.080645307813749e-06 0.0003686677443508176 1.3596604126269489e-07 0.0
-3.999117794654846e-05 0.0011687511274163667 1.3675784921505808e-06 0.0
-0.00011897804266213335 0.002416120669038532 5.851794861990915e-06 0.0
-0.00026410972827447876 0.004107969509312465 1.6945167438010113e-05 0.0
-0.0004953058664377126 0.006240489763024512 3.918904038374134e-05 0.0
-0.0008322923532462232 0.008808880315372641 7.828908297183174e-05 0.0
-0.0012945568674729282 0.011807356651366728 0.00014108954857569543 0.0
-0.001901304876522425 0.015229162698982661 0.0002355423567455728 0.0
-0.0026714162201930017 0.0190665846620628 0.00037067111529711874 0.0
-0.003623402361170118 0.023310966814920706 0.0005565302185172676 0.0
-0.004775364389822662 0.027952729226632785 0.000804159176273037 0.0
-0.006144951869343536 0.03298138737908425 0.0011255323469257666 0.0
-0.007749322605573574 0.03838557363900236 0.0015335042644405263 0.0
-0.009605103423972054 0.0441530605404455 0.002041750766873445 0.0
-0.011728352034156668 0.05027078583055186 0.0026647061494583205 0.0
-0.014134520060229836 0.05672487922777118 0.0034174965807382664 0.0
-0.01683841731274548 0.06350069083833393 0.004315870034543833 0.0
-0.0198541773756537 0.07058282117335034 0.005376123004053072 0.0
-0.02319522457889342 0.0779551527056826 0.006615024276631594 0.0
-0.02687424242449592 0.08560088290261547 0.008049736059597861 0.0
-0.03090314353111309 0.09350255866735328 0.00969773275744642 0.0
-0.03529304115880839 0.10164211211951849 0.011576717710354109 0.0
-0.040054222372741574 0.11000089764210562 0.01370453821195403 0.0
-0.04519612290105883 0.11855973011978191 0.016099099131363138 0.0
-0.05072730373886185 0.12729892429100245 0.018778275470261122 0.0
-0.0566554295465906 0.1361983351341518 0.02175982419042342 0.0
-0.0629872488875176 0.14523739920582626 0.02506129565049063 0.0
-0.06972857634531833 0.15439517684743378 0.028699944992895243 0.0
-0.07688427655887552 0.1636503951745313 0.032692643822761915 0.0
-0.08445825020758295 0.17298149176172636 0.03705579252023889 0.0
-0.09245342197646095 0.18236665893455636 0.04180523352611036 0.0
-0.10087173052638232 0.1917838885785292 0.046956165937688796 0.0
-0.10971412049063956 0.20121101737445365 0.05252306174789726 0.0
-0.11898053651497267 0.21062577236831864 0.05851958405514153 0.0
-0.12866991935403937 0.220005816783306 0.0649585075650646 0.0
-0.1387802040331309 0.22932879598101744 0.07185164169758056 0.0
-0.1493083200797548 0.23857238347869814 0.07920975660374552 0.0
-0.1602501938254992 0.24771432692911202 0.08704251238705306 0.0
-0.17160075277440526 0.25673249396980685 0.09535839181269946 0.0
-0.18335393202987124 0.26560491784875623 0.1041646367762592 0.0
-0.1955026827679446 0.2743098427338222 0.11346718879011786 0.0
-0.20803898274069696 0.2828257686141097 0.12327063373194591 0.0
-0.22095384878927155 0.29113149570211766 0.13357815108454443 0.0
-0.2342373513421033 0.29920616824658636 0.14439146788056847 0.0
-0.24787863086978518 0.3070293176671347 0.15571081754902555 0.0
-0.2618659162640935 0.31458090492315416 0.16753490384310377 0.0
-0.27618654510476603 0.32184136203096314 0.17986087001085244 0.0
-0.2908269857738069 0.3287916326449558 0.19268427335161364 0.0
-0.305772861373331 0.3354132116203609 0.2059990652819193 0.0
-0.32100897539931145 0.34168818347729346 0.2197975770149283 0.0
-0.3365193391200214 0.34759925968799693 0.23407051093741948 0.0
-0.35228720060449314 0.35312981471155064 0.24880693774796447 0.0
-0.3682950753429861 0.3582639207028579 0.26399429939927943 0.0
-0.384524778398199 0.36298638082540036 0.2796184178669066 0.0
-0.40095745802287036 0.367282761100076 0.29566350974545735 0.0
-0.4175736306764137 0.37113942072539025 0.31211220665266015 0.0
-0.4343532173704094 0.3745435408073705 0.3289455814005485 0.0
-0.45127558127006073 0.37748315144078215 0.3461431798722957 0.0
-0.46831956647616413 0.37994715708656296 0.36368305852258365 0.0
-0.4854635379097607 0.38192536019383927 0.3815418273990555 0.0
-0.5026854222193682 0.38340848301843544 0.3996946985623624 0.0
-0.5199627496286315 0.38438818759344 0.41811553976273663 0.0
-0.5372726966402939 0.3848570938111247 0.43677693321187805 0.0
-0.5545921295106654 0.3848087955793408 0.4556502392703975 0.0
-0.5718976484071803 0.3842378750194042 0.47470566485309007 0.0
-0.589165632160235 0.3831399146764511 0.49391233633704756 0.0
-0.6063722835193025 0.3815115077172593 0.5132383767411097 0.0
-0.6234936748222634 0.37935026609460976 0.5326509869294216 0.0
-0.6405057939860594 0.37665482666136985 0.552116530577019 0.0
-0.6573845907261003 0.37342485522163454 0.5716006226214212 0.0
-0.6741060229113932 0.36966104851043075 0.5910682209112468 0.0
-0.690646102962061 0.36536513409768384 0.6104837207509002 0.0
-0.7069809441958236 0.36053986821634665 0.6298110520294788 0.0
-0.7230868070301107 0.35518903151878733 0.6490137786122547 0.0
-0.7389401449467434 0.34931742276972916 0.6680551996643999 0.0
-0.7545176501265983 0.34293085048820693 0.6868984525691288 0.0
-0.7697962986623131 0.33603612255515974 0.7055066170961035 0.0
-0.784753395257945 0.32864103380738957 0.7238428204708621 0.0
-0.7993666173255063 0.3207543516426965 0.741870342992149 0.0
-0.813614058389518 0.31238579966502134 0.7595527238414168 0.0
-0.8274742707120983 0.3035460394023974 0.7768538667274008 0.0
-0.8409263070526811 0.29424665013440626 0.7937381450085798 0.0
-0.8539497614781884 0.2845001068696642 0.8101705059375051 0.0
-0.8665248091413825 0.2743197565176095 0.82611657367339 0.0
-0.8786322449472181 0.26371979230250797 0.8415427507130663 0.0
-0.8902535210292302 0.25271522647116157 0.8564163173953124 0.0
-0.9013707829604017 0.24132186134924738 0.8707055291397131 0.0
-0.9119669046254968 0.22955625880456873 0.8843797110885602 0.0
-0.9220255216845427 0.21743570817870925 0.8974093498288298 0.0
-0.9315310635599822 0.2049781927516915 0.909766181880941 0.0
-0.9404687838829883 0.19220235480721015 0.9214232786517836 0.0
-0.9488247893375424 0.17912745936883226 0.9323551275613644 0.0
-0.9565860668441045 0.16577335668025894 0.9425377090653139 0.0
-0.9637405090280496 0.152160443505274 0.951948569309366 0.0
