# re(z) im(z) re(Sx) im(Sx)
-0.07912088880673407 -0.9968650284539188 -0.07912088880673407 0.0
-0.1288444942955248 -0.9916648104524685 -0.1288444942955248 0.0
-0.17824605564949225 -0.9839859468739368 -0.17824605564949225 0.0
-0.2272020946930871 -0.9738476308781951 -0.2272020946930871 0.0
-0.27559024682451305 -0.9612752029752999 -0.27559024682451305 0.0
-0.32328956686350346 -0.9463000876874145 -0.32328956686350346 0.0
-0.37018083135128704 -0.9289597150038691 -0.37018083135128704 0.0
-0.4161468365471423 -0.9092974268256818 -0.4161468365471423 0.0
-0.46107269137671314 -0.8873623686333754 -0.46107269137671314 0.0
-0.5048461045998577 -0.8632093666488738 -0.5048461045998577 0.0
-0.547357665480271 -0.8368987907984978 -0.547357665480271 0.0
-0.5885011172553459 -0.8084964038195901 -0.5885011172553459 0.0
-0.6281736227227391 -0.7780731968879213 -0.6281736227227391 0.0
-0.6662760212798243 -0.7457052121767199 -0.6662760212798243 0.0
-0.7027130767735539 -0.7114733527908443 -0.7027130767735539 0.0
-0.7373937155412458 -0.6754631805511506 -0.7373937155412458 0.0
-0.7702312540473074 -0.6377647021345035 -0.7702312540473074 0.0
-0.8011436155469336 -0.5984721441039565 -0.8011436155469336 0.0
-0.8300535352352223 -0.5576837173914166 -0.8300535352352223 0.0
-0.8568887533689473 -0.5155013718214642 -0.8568887533689473 0.0
-0.8815821958782862 -0.47203054128988226 -0.8815821958782862 0.0
-0.9040721420170612 -0.4273798802338298 -0.9040721420170612 0.0
-0.9243023786324635 -0.38166099205233167 -0.9243023786324635 0.0
-0.9422223406686584 -0.3349881501559047 -0.9422223406686584 0.0
-0.9577872375530904 -0.2874780123425444 -0.9577872375530904 0.0
-0.9709581651495905 -0.23924932921398198 -0.9709581651495905 0.0
-0.981702202998454 -0.19042264736102704 -0.981702202998454 0.0
-0.9899924966004454 -0.1411200080598672 -0.9899924966004454 0.0
-0.9958083245390612 -0.09146464223243676 -0.9958083245390612 0.0
-0.9991351502732795 -0.04158066243329049 -0.9991351502732795 0.0
-0.9999646584713419 0.00840724736714906 -0.9999646584713419 0.0
-0.998294775794753 0.058374143427580086 -0.998294775794753 0.0
-0.9941296760805463 0.10819513453010839 -0.9941296760805463 0.0
-0.987479769908865 0.15774569414324865 -0.987479769908865 0.0
-0.978361678581934 0.20690197167339977 -0.978361678581934 0.0
-0.9667981925794609 0.25554110202683167 -0.9667981925794609 0.0
-0.9528182145943047 0.30354151270842933 -0.9528182145943047 0.0
-0.9364566872907965 0.35078322768961984 -0.9364566872907965 0.0
-0.9177545059662758 0.39714816728596025 -0.9177545059662758 0.0
-0.8967584163341469 0.44252044329485246 -0.8967584163341469 0.0
-0.8735208976839378 0.4867866486556998 -0.8735208976839378 0.0
-0.848100031710408 0.5298361409084934 -0.848100031710408 0.0
-0.8205593573395606 0.5715613187423438 -0.8205593573395606 0.0
-0.7909677119144166 0.6118578909427193 -0.7909677119144166 0.0
-0.7593990591375079 0.6506251370651674 -0.7593990591375079 0.0
-0.7259323042001398 0.6877661591839741 -0.7259323042001398 0.0
-0.6906510965605075 0.7231881240865121 -0.6906510965605075 0.0
-0.6536436208636119 0.7568024953079283 -0.6536436208636119 0.0
-0.6150023765255743 0.788525254426195 -0.6150023765255743 0.0
-0.5748239465332684 0.8182771110644108 -0.5748239465332684 0.0
-0.5332087560371543 0.8459837010754465 -0.5332087560371543 0.0
-0.49026082134069937 0.8715757724135882 -0.49026082134069937 0.0
-0.44608748991379277 0.8949893582285836 -0.44608748991379277 0.0
-0.4007991720799756 0.9161659367494549 -0.4007991720799756 0.0
-0.35450906504813123 0.9350525775584493 -0.35450906504813123 0.0
-0.30733286997841947 0.951602073889516 -0.30733286997841947 0.0
-0.2593885027896261 0.9657730606206388 -0.2593885027896261 0.0
-0.21079579943077964 0.9775301176650971 -0.21079579943077964 0.0
-0.1616762163536865 0.9868438585032366 -0.1616762163536865 0.0
-0.11215252693505395 0.9936910036334646 -0.11215252693505395 0.0
-0.0623485146069917 0.9980544387588794 -0.0623485146069917 0.0
-0.01238866346289047 0.9999232575641009 -0.01238866346289047 0.0
0.03760215288797658 0.999292788975378 0.03760215288797658 0.0
0.08749898343944734 0.9961646088358406 0.08749898343944734 0.0
0.13717711210090827 0.9905465359667132 0.13717711210090827 0.0
0.18651236942257565 0.9824526126243325 0.18651236942257565 0.0
0.23538144295445107 0.9719030694018209 0.23538144295445107 0.0
0.2836621854632263 0.9589242746631383 0.2836621854632263 0.0
0.3312339202367545 0.9435486686359063 0.3312339202367545 0.0
0.37797774271298107 0.9258146823277321 0.37797774271298107 0.0
0.4237768176794282 0.9057666414687044 0.4237768176794282 0.0
0.46851667130037716 0.8834546557201532 0.46851667130037716 0.0
0.5120854772418406 0.858934493426592 0.5120854772418406 0.0
0.5543743361791617 0.8322674422239008 0.5543743361791617 0.0
0.5952775479886068 0.8035201558521553 0.5952775479886068 0.0
0.6346928759426347 0.7727644875559871 0.6346928759426347 0.0
0.6725218022484658 0.7400773104888942 0.6725218022484658 0.0
0.70866977429126 0.7055403255703919 0.70866977429126 0.0
0.7430464409664106 0.6692398572762613 0.7430464409664106 0.0
0.7755658785102503 0.631266637872321 0.7755658785102503 0.0
0.8061468052647156 0.5917155806310094 0.8061468052647156 0.0
0.8347127848391599 0.5506855425976376 0.8347127848391599 0.0
0.8611924171615208 0.5082790774992583 0.8611924171615208 0.0
0.8855195169413194 0.4646021794137566 0.8855195169413194 0.0
0.9076332790984136 0.4197640178398589 0.9076332790984136 0.0
0.9274784307440359 0.373876664830236 0.9274784307440359 0.0
0.9450053693342275 0.32705481486974064 0.9450053693342275 0.0
0.960170286650366 0.27941549819892586 0.960170286650366 0.0
0.9729352782968976 0.23107778829939138 0.9729352782968976 0.0
0.9832684384425846 0.182162504272095 0.9832684384425846 0.0
0.991143939568469 0.13279190885251674 0.991143939568469 0.0
0.9965420970232175 0.0830894028174964 0.9965420970232175 0.0
0.9994494182244995 0.03317921654755682 0.9994494182244995 0.0
0.9998586363834152 -0.0168139004843506 0.9998586363834152 0.0
0.997768728667684 -0.06676499152155635 0.997768728667684 0.0
0.9931849187581927 -0.11654920485049365 0.9931849187581927 0.0
0.9861186637925126 -0.16604210586495724 0.9861186637925126 0.0
0.9765876257280236 -0.21511998808781552 0.9765876257280236 0.0
0.9646156271962179 -0.2636601823727792 0.9646156271962179 0.0
0.9502325919585294 -0.3115413635133787 0.9502325919585294 0.0
0.933474470112512 -0.35864385349280037 0.933474470112512 0.0
0.9143831482353194 -0.40484992061659836 0.9143831482353194 0.0
0.8930063446890767 -0.4500440737806176 0.8930063446890767 0.0
0.8693974903498247 -0.49411335113860894 0.8693974903498247 0.0
0.8436155950581591 -0.5369476024480118 0.8436155950581591 0.0
0.8157251001253569 -0.5784397643882002 0.8157251001253569 0.0
0.785795717263661 -0.618486128163024 0.785795717263661 0.0
0.7539022543433047 -0.6569865987187891 0.7539022543433047 0.0
0.7201244284117936 -0.6938449449297643 0.7201244284117936 0.0
0.684546666442806 -0.7289690401258765 0.684546666442806 0.0
0.6472578943127235 -0.7622710923614112 0.6472578943127235 0.0
0.6083513145322546 -0.7936678638491532 0.6083513145322546 0.0
0.5679241732886948 -0.8230808790115054 0.5679241732886948 0.0
0.5260775173811048 -0.8504366206285648 0.5260775173811048 0.0
0.48291594165593704 -0.8756667135928826 0.48291594165593704 0.0
0.4385473275743903 -0.8987080958116269 0.4385473275743903 0.0
0.39308257356494086 -0.9195031758289706 0.39308257356494086 0.0
0.3466353178350259 -0.9379999767747388 0.3466353178350259 0.0
0.2993216543347062 -0.954152266279515 0.2993216543347062 0.0
0.25125984258225487 -0.9679196720314864 0.25125984258225487 0.0
0.20257001207694447 -0.9792677826862 0.20257001207694447 0.0
0.15337386203786452 -0.9881682338770005 0.15337386203786452 0.0
0.10379435721925295 -0.9945987791111761 0.10379435721925295 0.0
0.05395542056264885 -0.998543345374605 0.05395542056264885 0.0
0.003981623454078875 -0.9999920733059187 0.003981623454078875 0.0
-0.046002125639536984 -0.9989413418397719 -0.046002125639536984 0.0
-0.0958708933764979 -0.99539377725762 -0.0958708933764979 0.0
-0.14550003380861354 -0.9893582466233819 -0.14550003380861354 0.0
-0.19476549993116132 -0.9808498356203995 -0.19476549993116132 0.0
-0.2435441537357912 -0.9698898108450863 -0.2435441537357912 0.0
-0.29171407399142657 -0.9565055666515091 -0.29171407399142657 0.0
-0.3391548609838361 -0.9407305566797726 -0.3391548609838361 0.0
-0.3857479374522218 -0.9226042102393401 -0.3857479374522218 0.0
-0.43137684497062084 -0.9021718337562933 -0.43137684497062084 0.0
-0.4759275350333096 -0.8794844975308649 -0.4759275350333096 0.0
-0.5192886541166857 -0.8545989080882805 -0.5192886541166857 0.0
-0.561351822005073 -0.827577266441983 -0.561351822005073 0.0
-0.6020119026848236 -0.7984871126234903 -0.6020119026848236 0.0
-0.6411672671296018 -0.7674011568674873 -0.6411672671296018 0.0
-0.6787200473200123 -0.7343970978741133 -0.6787200473200123 0.0
-0.714576380862692 -0.699557428602668 -0.714576380862692 0.0
-0.7486466455974 -0.662969230082182 -0.7486466455974 0.0
-0.7808456836057491 -0.6247239537541924 -0.7808456836057491 0.0
-0.811093014061656 -0.5849171928917617 -0.811093014061656 0.0
-0.8393130343914836 -0.5436484436660884 -0.8393130343914836 0.0
-0.8654352092411122 -0.5010208564578846 -0.8654352092411122 0.0
-0.8893942467775822 -0.45714097803515424 -0.8893942467775822 0.0
-0.9111302618846769 -0.41211848524175654 -0.9111302618846769 0.0
-0.9305889258445285 -0.366065910862411 -0.9305889258445285 0.0
-0.9477216021311119 -0.3190983623493521 -0.9477216021311119 0.0
-0.9624854679762375 -0.2713332341136327 -0.9624854679762375 0.0
-0.974843621404164 -0.22288991410024594 -0.974843621404164 0.0
-0.9847651734673237 -0.17388948538043356 -0.9847651734673237 0.0
-0.9922253254526036 -0.12445442350706172 -0.9922253254526036 0.0
-0.9972054308652119 -0.07470829038953479 -0.9972054308652119 0.0
-0.9996930420352065 -0.024775425453357765 -0.9996930420352065 0.0
-0.9996819412301848 0.025219365143660497 -0.9996819412301848 0.0
-0.9971721561963786 0.0751511204618093 -0.9971721561963786 0.0
-0.9921699600893009 0.1248950371167523 -0.9921699600893009 0.0
-0.9846878557941267 0.17432678122298137 -0.9846878557941267 0.0
-0.9747445446749893 0.22332279916378386 -0.9747445446749893 0.0
-0.9623648798313099 0.2717606264109442 -0.9623648798313099 0.0
-0.9475798039779932 0.31951919362227366 -0.9475798039779932 0.0
-0.9304262721047533 0.36647912925192844 -0.9304262721047533 0.0
-0.9109471591078867 0.4125230579170943 -0.9109471591078867 0.0
-0.889191152625361 0.4575358937753214 -0.889191152625361 0.0
-0.865212631343071 0.5014051281791989 -0.865212631343071 0.0
